item_id_A,item_id_B,name_A,name_B,reason,prior_decision_reason,gpt_evidence
2054956,952714,"Quest Tortilla Style Protein Chips, Nacho Cheese, Baked, 1.1oz, 4 Count",Quest Tortilla Style Nacho Cheese Flavor Protein Chips,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1933017,952792,"Gatorade Thirst Quencher Mashup Variety Pack Sports Drink, 12 fl oz, 18 Count Bottles",Gatorade Assorted Thirst Quencher,POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
1913061,94897,"White Castle Classic Cheese Sliders, 6Ct (3-2Pks)",White Castle Classic Cheese Sliders,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,CLEAR
2052717,1717962,"Great Value 98% Fat Free and 50% Less Sodium Cream of Chicken Condensed Soup, 10.5 oz",Wegmans Cream of Chicken Condensed Soup,POLISH_PRIVATE_FAT_STATUS,GPT_V17_STRUCTURED_MATCH,CLEAR
2070922,105341,"CLIF BUILDERS Protein Bars Chocolate Mint Flavor, Plant Protein, Gluten Free Bars, 6ct","CLIF BUILDERS Protein Bar, Chocolate Mint",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2057124,103802,"Pure Protein Bars, Chocolate Peanut Butter, Gluten Free, 20g Protein, 1.76 oz, 4 Count","Pure Protein Bar, Gluten Free, Chocolate Peanut Butter",POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
2068263,102986,Quaker Protein Banana Nut Flavor Instant Oatmeal 17.2 oz. Packets,"Quaker Protein Oatmeal, Instant, Banana Nut",POLISH_COLLISION_AMBIGUOUS_SIZE,AGGRESSIVE_MATCH_LANE,
2054188,102253,"Honey Stinger Organic Energy Waffle Snack, Vanilla, 1.06 oz, 6 Count Box",Honey Stinger Vanilla Energy Waffle,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
283420,1090649,"New York Bakery Real Garlic Texas Toast, 11.25 oz (8 Count), Frozen","New York Bakery Texas Toast, Real Garlic",POLISH_COLLISION_AMBIGUOUS_COUNT,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2079934,949924,"OFF! Active Insect Repellent I, Outdoor Sports & Sweat Bug Spray 6 oz, 2 Count","OFF! Active Insect Repellent I, Sweat Resistant Mosquito Spray with DEET, 6 oz",POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,CLEAR
2105395,99539,"Perfect Bar Gluten-Free Chocolate Chip Cookie Dough Protein Bar, 4 count, 2.2 oz","Perfect Bar Protein Bar, Chocolate Chip Cookie Dough",POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
283746,93272,"Kraft Singles American Cheese Slices, 12 Count Pack (Refrigerated)",Kraft Singles American Cheese Slices,POLISH_COLLISION_COUNT_MISMATCH_TO_B,GPT_V17_STRUCTURED_MATCH,PROBABLE
2113577,95194,Popsicle Fudgsicle Original Fudge Pops No Sugar Added 20 ct,Popsicle Fudgsicle Original Fudge Pops No Sugar Added,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2114895,100455,"PEDIGREE DENTASTIX Fresh Large Dental Dog Treats, 40 Count","Pedigree Dentastix Dog Treats, Original with Real Chicken, Large 40+ Lb (18+ kg)",POLISH_NATIONAL_DENTASTIX_FLAVOR,GPT_V17_STRUCTURED_MATCH,PROBABLE
2104713,93042,"President Unsalted Butter Sticks, 7 Oz., 2 Count","President Butter, Unsalted",POLISH_COLLISION_AMBIGUOUS_COUNT,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
366722,95451,"Heinz Tomato Ketchup (12 Ct Pack, 20 Oz Bottles)",Heinz Tomato Ketchup,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2120440,94883,"Jimmy Dean Maple Sausage Biscuit Snack Size Breakfast Sandwiches, 17 oz, 10 Count (Frozen)","Jimmy Dean Snack Size Biscuit Breakfast Sandwiches with Sausage, Frozen, 10 Count",POLISH_NATIONAL_MAPLE_VARIANT,AGGRESSIVE_MATCH_LANE,
2103186,952722,"Snapple Kiwi Strawberry Juice Drink, 16 fl oz, 12 Count Bottle","Snapple Juice Drink, Kiwi Strawberry",POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
1914674,96342,"Underwood Deviled Ham Spread, 4.25 oz, 4 Count Cans","Underwood Spread, Deviled Ham",POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
283251,1089567,"Doritos Nacho Cheese Flavor Tortilla Snack Chips, Bags, 10 count Multipack","Doritos Tortilla Chips, Nacho Cheese",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2120478,951152,"Renuzit Adjustable Air Freshener Gel, After The Rain, 7 Ounces (6 Count)","Renuzit Gel Air Freshener, After the Rain",POLISH_COLLISION_AMBIGUOUS_COUNT,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2117951,97667,Pop-Tarts Frosted Strawberry Toaster Pastries | 27 oz Pack (1 Box),"Pop-Tarts Toaster Pastries, Frosted Strawberry",POLISH_COLLISION_AMBIGUOUS_SIZE,AGGRESSIVE_MATCH_LANE,
364447,2030602,M&M's Milk Chocolate Full Size Chocolate Candy - 1.69oz/36 Ct,"M&M'S Milk Chocolate Candy, Full Size Bag",POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
2050265,1088640,"Glade Automatic Spray Refill 1 CT, Pine Wonderland, 6.2 OZ. Total, Air Freshener Infused with Essential Oils","Glade Automatic Spray Refill, Air Freshener, Twinkling Pine & Cedar, 6.2 oz",POLISH_NATIONAL_SCENT_VARIANT,GPT_V17_STRUCTURED_MATCH,CLEAR
2115832,951152,"Renuzit Gel Air Freshener Cone, After the Rain, 12 Count","Renuzit Gel Air Freshener, After the Rain",POLISH_COLLISION_AMBIGUOUS_COUNT,AGGRESSIVE_MATCH_LANE,
2120451,103475,"think! High Protein Bars, Chocolate Fudge 2.1 oz Bar, 10 Count",Think! High Protein Chocolate Fudge Bar,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
372786,107178,"(8 Pouches) Happy Baby Organics Baby Food, Bananas, Raspberries & Oats, 4 Oz","Happy Baby Organics 2 (6+ Months) Organic Bananas, Raspberries & Oats Baby Food",POLISH_OUTER_PACK_NET_MISMATCH,GPT_V17_STRUCTURED_MATCH,PROBABLE
364420,103977,"Atkins Protein Meal Bar, Chocolate Chip Granola, Keto Friendly, 5 Count","Atkins Protein Meal Bar, Chocolate Chip Granola, Value Pack",POLISH_COLLISION_COUNT_MISMATCH_TO_B,GPT_V17_STRUCTURED_MATCH,PROBABLE
2114973,113319,"Neutrogena Hydro Boost Hyaluronic Acid Water Gel Moisturizer, 2 x 1.7 oz","Neutrogena Water Gel, Hydro Boost",POLISH_OUTER_PACK_NET_MISMATCH,AGGRESSIVE_MATCH_LANE,
2090130,105446,"Ragu Old World Style Mushroom Pasta Sauce, 24 oz","Ragu Sauce, Old World Style",POLISH_NATIONAL_MUSHROOM_VARIANT,AGGRESSIVE_MATCH_LANE,
2068137,94883,"Jimmy Dean Snack Size Biscuit Breakfast Sandwiches with Hot and Spicy Sausage, Frozen, 10 Count","Jimmy Dean Snack Size Biscuit Breakfast Sandwiches with Sausage, Frozen, 10 Count",POLISH_NATIONAL_HOT_SPICY_VARIANT,AGGRESSIVE_MATCH_LANE,
2098121,1083345,"FRONTLINE Plus for Dogs Flea & Tick Medium Breed Dog Spot Treatment, 23 - 44 lbs, 6 Count",Frontline Plus for Dogs 23 to 44 Lbs Flea and Tick Protection,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2114702,98324,"Mission Super Soft Extra Thin Yellow Corn Tortillas, 24 Count (Pack of 1)",Mission Super Soft Extra Thin Yellow Corn Tortillas,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1915891,103845,think! High Protein Brownie Crunch Bars - 2.1oz/5ct,think! Brownie Crunch High Protein Bar,POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
2113578,95192,Popsicle Ice Pops Sugar Free Orange Cherry Grape 20 ct,"Popsicle Ice Pops, Sugar Free, Orange/Cherry/Grape",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
362548,97425,"(6 Bottles) Cocktail Crate Spiced Old Fashioned Mix, 375 mL","Cocktail Crate Cocktail Mix, Classic, Old Fashioned",POLISH_OUTER_PACK_NET_MISMATCH,AGGRESSIVE_MATCH_LANE,
1941983,951808,"Cheez-It Smoked Cheddar Cheese Crackers, Baked Snack Crackers, 12 Count","Cheez-It Baked Snack Crackers, Smoked Cheddar",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,CLEAR
2114700,98324,"Mission 25 Calories Yellow Corn Tortillas, 30 Count",Mission Super Soft Extra Thin Yellow Corn Tortillas,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2072100,108405,"Nicorette Nicotine Coated Gum to Stop Smoking, 4Mg, Fruit Chill Flavor - 100+20 Count","NICORETTE Nicotine Gum to Stop Smoking, 4mg, Fruit Chill Flavor",POLISH_COUNT_MISMATCH_120_VS_20,AGGRESSIVE_MATCH_LANE,
2196053,104752,"Goldfish Pokmon Cheddar Cheese Crackers, 6.6 oz Bag",Goldfish Cheddar Cheese Crackers,POLISH_COLLISION_NET_SIZE,AGGRESSIVE_MATCH_LANE,
2119371,93861,"Totino's Pizza Rolls, Combination Flavored, Frozen Snacks, 100 Count, 48.8 oz","Totino's Pizza Rolls, Combination",POLISH_COLLISION_AMBIGUOUS_COUNT,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2077823,1090649,"New York Bakery Gluten Free Real Garlic Texas Toast, 11.5 oz (6 Count), Frozen","New York Bakery Texas Toast, Real Garlic",POLISH_COLLISION_AMBIGUOUS_COUNT,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2065827,96259,"Quaker, Instant Oatmeal, Maple & Brown Sugar, 4 Count, 1.69 oz Cups","Quaker Instant Oatmeal, Maple & Brown Sugar",POLISH_COLLISION_COUNT_MISMATCH_TO_B,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2056328,93861,Totino Combination Pizza Rolls 48 ct,"Totino's Pizza Rolls, Combination",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2052255,98324,"Mission Super Soft Yellow Corn Tortillas, Super Size, 10 Count",Mission Super Soft Extra Thin Yellow Corn Tortillas,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2055395,102006,"Red Bull Yellow Edition Energy Drink, Tropical, 80mg Caffeine, 8.4 fl. oz. Can",Red Bull The Yellow Edition Tropical Energy Drink,POLISH_B_MULTIPACK_VS_A_SINGLE,AGGRESSIVE_MATCH_LANE,
2750800,100455,"Pedigree Dentastix Original Flavor, Large Breed Dog Treats, 14.99 Oz. Bag","Pedigree Dentastix Dog Treats, Original with Real Chicken, Large 40+ Lb (18+ kg)",POLISH_COLLISION_AMBIGUOUS_SIZE,GPT_V17_STRUCTURED_MATCH,PROBABLE
2117200,105708,"Knorr Chicken Bouillon Cubes, 6 Count","KNORR Bouillon, Chicken Flavor, Cubes, Extra Large",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1921326,95771,"McCormick Au Jus Gravy, 30% Less Sodium Gravy Mix, 1.0 oz Packet",McCormick Au Jus Gravy Seasoning Mix,POLISH_NATIONAL_SODIUM_VARIANT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1945419,104219,"Bertolli Mushroom Alfredo Sauce with Portobello Mushrooms, 15 oz","Bertolli Sauce, Alfredo",POLISH_NATIONAL_MUSHROOM_VARIANT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1924139,93274,"Kraft Singles White American Slices, 16 Count Pack","Kraft Cheese Slices, White American",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2053619,93478,Pillsbury Toaster Strudel Strawberry Pastries with Icing - Value Size 12 Count - Frozen,Pillsbury Toaster Strudel Strawberry Pastries,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2051794,99242,"Quaker Strawberries & Cream Flavored Instant Oatmeal  8.4 oz, 8 Count","Quaker Oatmeal, Instant, Strawberries & Cream",POLISH_COLLISION_AMBIGUOUS_SIZE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2066186,100825,"Ortega Yellow Corn Mini Taco Slider Shells Kit, Kosher, 18 Ct",Ortega Yellow Corn Taco Shells,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2678949,103945,"Dunkin' French Vanilla, Iced Bottled Coffee Drink, 13.7 fl oz, 12 Bottles","Dunkin' Iced Coffee, French Vanilla, Creamy + Smooth",POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
2083553,113558,"Sure-Jell Original Premium Fruit Pectin for Homemade Jams & Jellies Value Pack, 2 ct Pack, 1.75 oz Boxes","Sure-Jell Fruit Pectin, Premium, Original",POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,CLEAR
2068045,105708,"Knorr Shelf-Stable Chicken Flavor Bouillon Cubes, 2.5 oz, 6 Count","KNORR Bouillon, Chicken Flavor, Cubes, Extra Large",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,CLEAR
1928342,104539,"Grey Poupon Dijon Mustard, 8 count pack, 10 oz Bottles",Grey Poupon Dijon Mustard,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2089137,952662,"Pringles Variety Pack Potato Crisps Chips, Lunch Snacks, 10 Count","Pringles Potato Crisps Chips, Variety Pack, Snack Cups",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2258142,953467,IZZE Sparkling Juice Flavored Beverage Strawberry 8.4 Fl Oz,"Izze Juice Beverage, Strawberry , Sparkling",POLISH_B_MULTIPACK_VS_A_SINGLE,AGGRESSIVE_MATCH_LANE,
2055602,952722,"Snapple Kiwi Strawberry Juice Drink, 16 fl oz, 6 Count Bottle","Snapple Juice Drink, Kiwi Strawberry",POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2258152,953481,"IZZE Sparkling Blackberry Juice Beverage, 8.4 Fl Oz Can","Izze Juice Beverage, Sparkling, Blackberry",POLISH_B_MULTIPACK_VS_A_SINGLE,AGGRESSIVE_MATCH_LANE,
1924140,93274,"Kraft Singles White American Slices, 24 Count Pack","Kraft Cheese Slices, White American",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1924144,93272,"Kraft Singles 2% Pasteurized Prepared Cheese Product American Slices, 22 Count Pack",Kraft Singles American Cheese Slices,POLISH_COLLISION_COUNT_MISMATCH_TO_B,GPT_V17_STRUCTURED_MATCH,PROBABLE
2272570,93065,"Silk Dairy Free, Gluten Free Unsweet Soy Milk, Plant Based Milk Half Gallon, 64 fl oz",Silk Original Dairy Free Vegan Soy Milk,POLISH_NATIONAL_UNSWEET_VARIANT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1926879,97952,"Horizon Organic Shelf Stable 1% Lowfat DHA Omega-3 Chocolate Milk Boxes, 8 fl oz, 6 Count","Horizon Organic Milk, Lowfat, Organic, DHA Omega-3, Chocolate",POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2077858,95191,Popsicle Ice Pops Orange Cherry Grape 20 ct,Popsicle Ice Pops Orange Cherry Grape,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1930564,93431,"Great Value Fat Free Rainbow Sherbet, 48 fl oz",Wegmans Rainbow Sherbet,POLISH_PRIVATE_FAT_STATUS,GPT_V17_STRUCTURED_MATCH,CLEAR
1926187,98170,"Ice Breakers Wintergreen Flavored Sugar Free Mints, Pucks 1.5 oz, 2 Count","Ice Breakers Mints, Wintergreen, Sugar Free",POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2392921,97804,"Domino Sugar Packets .10 Oz, 100 count",Domino Premium Pure Cane Sugar Packets,POLISH_COLLISION_AMBIGUOUS_SIZE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
1925665,103253,"Jell-O Vanilla Instant Pudding & Pie Filling Mix Value Pack, 4 ct Pack, 3.4 oz Boxes",Jell-O Instant Vanilla Pudding & Pie Filling,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2258144,953448,"IZZE Sparkling Mango Juice Beverage, 8.4 Fl Oz Can","Izze Juice Beverage, Sparkling, Mango Flavored",POLISH_B_MULTIPACK_VS_A_SINGLE,V12_SAFE_SAME_BRAND_KNOWN_Q,
1933012,953016,Gatorade Purified Water Unflavored 33.8 fl oz Bottle,Gatorade Purified Water,POLISH_B_MULTIPACK_VS_A_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
1924363,96526,"Knox Original Unflavored Gelatin, 32 ct Packets",Knox Original Unflavored Gelatin,POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1935217,950521,"Febreze Car Unstopables Air Freshener Vent Clip, Fresh Frais, 2 count","Febreze Car Odor-Fighting Vent Clip Fresh Scent, Unstopables Fresh Scent",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
2384635,951436,"Clorox Plus Tilex Mold and Mildew Remover All-Purpose Cleaners, Spray Bottle, 32 Fluid Ounce, 5 Count",Clorox Plus Tilex Mold & Mildew Remover,POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,CLEAR
1935334,113915,"Febreze Air Freshener Spray, Odor-Fighting Room Spray, Bora Bora Waters, 8.8oz, 2 Count",Febreze Air Freshener Spray Odor-Fighting Room Spray Bora Bora,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2112441,110994,"Febreze AUTO Air Freshener Vent Clip New Car Scent, .07 oz. Car Vent Clip, Pack of 2","Febreze Car Air Freshener Odor-Fighting Automotive Vent Clip, Midnight Storm Scent",POLISH_COLLISION_AMBIGUOUS_SIZE,GPT_V17_STRUCTURED_MATCH,PROBABLE
1935284,110994,"Febreze AUTO Air Freshener Vent Clip Midnight Storm Scent, .06 oz Car Vent Clip, Pack of 2","Febreze Car Air Freshener Odor-Fighting Automotive Vent Clip, Midnight Storm Scent",POLISH_COLLISION_AMBIGUOUS_SIZE,GPT_V17_STRUCTURED_MATCH,PROBABLE
1935315,114861,"Febreze Air Freshener Spray, Odor-Fighting Room Spray, Mediterranean Lavender, 8.8oz, 2 Count",Febreze Air Freshener Spray Odor-Fighting Room Spray Mediterranean Lavender,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
1948564,109108,"Air Wick Scented Oil Plug-in Refills, Fresh Linen, 6 Count","Air Wick Essential Oils Scented Oil Refills, Fresh Linen",POLISH_COLLISION_AMBIGUOUS_COUNT,GPT_V17_STRUCTURED_MATCH,PROBABLE
1935308,948394,"Febreze Air Freshener Spray, Odor-Fighting Room Spray, Refresh & Energize, 8.8oz, 2 Count",Febreze Air Freshener Spray Odor-Fighting Room Spray Refresh & Energize,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
1935305,1088574,"Febreze Air Freshener Spray, Odor-Fighting Room Spray, Romance & Desire, 8.8oz, 2 Count",Febreze Air Freshener Spray Odor-Fighting Room Spray Rom&Desire,POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
1935328,950965,"Febreze Air Freshener Spray, Odor-Fighting Room Spray, Downy Calm, 8.8oz, 2 Count",Febreze Air Freshener Spray Odor-Fighting Room Spray Downy Calm Scent,POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
1935313,108092,"Febreze Air Freshener Spray, Odor-Fighting Room Spray, Ocean, 8.8oz, 2 Count",Febreze Air Freshener Spray Odor-Fighting Room Spray Ocean,POLISH_OUTER_COUNT_VS_SINGLE,AGGRESSIVE_MATCH_LANE_B_METADATA_QCONF,
2386251,951580,YUMI Organic Apple & Cinnamon Squash Toddler Snack Bars - 3.7oz/5ct,Yumi Organic Bar Apple Cinnamon & Squash,POLISH_OUTER_COUNT_VS_SINGLE,GPT_V17_STRUCTURED_MATCH,PROBABLE
1940491,107965,"Crest Mouthwash 3D White Clean Whitening, Breath Protection, Alcohol-Free, Radiant Mint Flavor, 32 fl oz","Crest 3D WHITE Clean Whitening Mouthwash/Mouth Rinse, Alcohol-Free, Arctic Mint Flavor",POLISH_NATIONAL_EXPLICIT_MINT_VARIANT,GPT_V17_STRUCTURED_MATCH,CLEAR
2062419,113554,"Clearblue Easy Fast and Accurate Rapid Detection Pregnancy Test, 1 ea",Clearblue RAPID DETECTION Pregnancy Test,POLISH_PREGNANCY_COUNT_1_VS_3,AGGRESSIVE_MATCH_LANE,
1923326,115401,"Listerine Ultraclean Intense Antiseptic Mouthwash + Whitening Protection*, Intense Mint, 1L",Listerine Ultraclean Classic Intense Mint Mouthwash,POLISH_NATIONAL_WHITENING_VARIANT,AGGRESSIVE_MATCH_LANE,
